#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Porcisia hertigi	2761500	PRJNA691541	691541	Protists	Kinetoplasts	34.9585	56.0229	GCA_017918235.1	chromosome 1:CM030504.1; chromosome 2:CM030505.1; chromosome 3:CM030506.1; chromosome 4:CM030507.1; chromosome 5:CM030508.1; chromosome 6:CM030509.1; chromosome 7:CM030510.1; chromosome 8:CM030511.1; chromosome 9:CM030512.1; chromosome 10:CM030513.1; chromosome 11:CM030514.1; chromosome 12:CM030515.1; chromosome 13:CM030516.1; chromosome 14:CM030517.1; chromosome 15:CM030518.1; chromosome 16:CM030519.1; chromosome 17:CM030520.1; chromosome 18:CM030521.1; chromosome 19:CM030522.1; chromosome 20:CM030523.1; chromosome 21:CM030524.1; chromosome 22:CM030525.1; chromosome 23:CM030526.1; chromosome 24:CM030527.1; chromosome 25:CM030528.1; chromosome 26:CM030529.1; chromosome 27:CM030530.1; chromosome 28:CM030531.1; chromosome 29:CM030532.1; chromosome 30:CM030533.1; chromosome 31:CM030534.1; chromosome 32:CM030535.1; chromosome 33:CM030536.1; chromosome 34:CM030537.1; chromosome 35:CM030538.1; chromosome 36:CM030539.1	JAFJZO01	74	7891	7891	13/4/2021	15/4/2021	Chromosome	Lancaster University	SAMN17294121
Euplotes sp.	178273	PRJNA720161	720161	Protists	Other Protists	29.9783	38.1	GCA_018295905.1	-	JAGXKF01	12599	-	-	6/5/2021	6/5/2021	Contig	The University of New South Wales	SAMN18642529
Malawimonas sp.	2152667	PRJNA672823	672823	Protists	Other Protists	3.54402	37	GCA_018606705.1	-	JAGXRI01	428	-	-	1/6/2021	1/6/2021	Contig	University of Utah	SAMN18877715
Porcisia deanei	2761501	PRJNA680237	680237	Protists	Kinetoplasts	29.5066	55.1	GCA_018683835.1	-	JAHGAS01	2820	-	-	3/6/2021	3/6/2021	Scaffold	University of Ostrava	SAMN16874644
Eimeria sp. OTU-X	2052603	PRJEB40060	734224	Protists	Apicomplexans	42.9512	48.4	GCA_904066255.1	-	CAJFCX01	16072	-	-	2/6/2021	2/6/2021	Scaffold	Royal Veterinary College	SAMEA7277332
Phytophthora aleatoria	2496075	PRJNA687640	687640	Protists	Other Protists	50.5873	50.9	GCA_018873745.1	-	JAENGY01	3750	17721	17721	14/6/2021	14/6/2021	Scaffold	University of Exeter	SAMN17151088
Paramecium primaurelia	5886	PRJEB41877	738431	Protists	Other Protists	86.3295	22	GCA_905182975.1	-	CAJJDM01	436	38668	38668	18/6/2021	18/6/2021	Scaffold	Genoscope CEA	SAMEA7767319
Paramecium sonneborni	65129	PRJEB41876	738430	Protists	Other Protists	98.0564	22	GCA_905182985.1	-	CAJJDN01	572	49755	49755	18/6/2021	18/6/2021	Scaffold	Genoscope CEA	SAMEA7767318
Paramecium octaurelia	43137	PRJEB41874	738429	Protists	Other Protists	86.4396	27	GCA_905182995.1	-	CAJJDP01	378	42611	42611	18/6/2021	18/6/2021	Scaffold	Genoscope CEA	SAMEA7767317
Paramecium pentaurelia	43138	PRJEB41878	738432	Protists	Other Protists	87.2955	22.6	GCA_905183005.1	-	CAJJDO01	310	41578	41578	18/6/2021	18/6/2021	Scaffold	Genoscope CEA	SAMEA7767320
Parelaphostrongylus tenuis	148309	PRJNA729714	729714	Animals	Roundworms	490.901	40.1	GCA_019055375.1	-	JAHQIW01	7507	-	-	29/6/2021	29/6/2021	Scaffold	University of Minnesota College of Veterinary Medicine	SAMN19156983
Rhabdomonas costata	118010	PRJNA550357	550357	Protists	Other Protists	97.2499	51.5	GCA_019059605.1	-	JAHMHO01	104289	-	-	29/6/2021	29/6/2021	Scaffold	"Faculty of Science, Charles University in Prague"	SAMN12125677
Heterodera schachtii	97005	PRJNA522950	522950	Animals	Roundworms	179.249	32.3	GCA_023374025.1	-	SIJG01	395	-	-	16/5/2022	16/5/2022	Scaffold	H. schachtii genome sequencing consortium	SAMN10961417
Novymonas esmeraldas	1808958	PRJNA681813	681813	Protists	Kinetoplasts	32.0547	62.7	GCA_019188245.1	-	JAECZO01	1025	-	-	9/7/2021	9/7/2021	Scaffold	University of Ostrava	SAMN16969364
Angomonas ambiguus	999947	PRJNA673871	673871	Protists	Kinetoplasts	23.4169	44.7	GCA_019695575.1	-	JADNSB01	7229	-	-	19/8/2021	19/8/2021	Scaffold	"Biology Centre, ASCR, v.v.i."	SAMN16708520
Amphidinium carterae	2961	PRJNA517804	517804	Protists	Other Protists	478.166	46.5	GCA_019702695.1	-	JAAMXW01	977563	-	-	20/8/2021	20/8/2021	Scaffold	"New York University AbuDhabi, UAE"	SAMN10845566
Carpediemonas membranifera	201153	PRJNA719540	719540	Protists	Other Protists	24.2378	57.2	GCA_019828565.1	-	JAHDYR01	69	8996	8272	31/8/2021	31/8/2021	Scaffold	Dalhousie University	SAMN18612951
Aphanomyces cochlioides	112091	PRJNA719397	719397	Protists	Other Protists	76.2194	47.4	GCA_019828595.1	-	JAHQRK01	94	20274	19514	31/8/2021	31/8/2021	Contig	University of Minnesota	SAMN18617838
Onchocerca lupi	153009	PRJNA802584	802584	Animals	Roundworms	92.4915	26.6	GCA_028564675.1	-	JAOVVO01	2320	-	-	8/2/2023	8/2/2023	Contig	Northern Arizona University	SAMN25558189
Porospora cf. gigantea A	2853593	PRJNA734792	734792	Protists	Apicomplexans	8.81266	54.2	GCA_019968955.1	-	JAHYSE01	787	5270	8895	14/9/2021	11/7/2022	Scaffold	Museum national d'Histoire naturelle	SAMN19872688
Porospora cf. gigantea B	2853592	PRJNA734792	734792	Protists	Apicomplexans	9.05478	54.3	GCA_019968985.1	-	JAHYSF01	933	5361	9035	14/9/2021	11/7/2022	Scaffold	Museum national d'Histoire naturelle	SAMN19872687
Cercopithifilaria johnstoni	2874296	PRJEB47283	762833	Animals	Roundworms	76.9387	29.6	GCA_916381525.1	-	CAKAEH01	2092	10585	11551	28/9/2021	28/9/2021	Scaffold	Wellcome Sanger Institute	SAMEA9903720
Blechomonas ayalai	1463230	PRJNA739110	739110	Protists	Kinetoplasts	21.5476	54.6	GCA_020509355.1	-	JAIZPF01	545	-	-	15/10/2021	15/10/2021	Scaffold	VEuPathDB.org	SAMN21907273
Trypanosoma evansi	5697	PRJEB2008	203836	Protists	Kinetoplasts	25.4322	46.5285	GCA_917563935.1	chromosome STIB805_01:OU830652.1; chromosome STIB805_010:OU830660.1; chromosome STIB805_011:OU830661.1; chromosome STIB805_012:OU830662.1; chromosome STIB805_013:OU830663.1; chromosome STIB805_014:OU830664.1; chromosome STIB805_02:OU830653.1; chromosome STIB805_03:OU830654.1; chromosome STIB805_04:OU830655.1; chromosome STIB805_05:OU830656.1; chromosome STIB805_06:OU830657.1; chromosome STIB805_07:OU830658.1; chromosome STIB805_09:OU830659.1	-	13	-	-	15/10/2021	15/10/2021	Complete Genome	Wellcome Sanger Institute	SAMEA911901
Pelomyxa schiedti	1580589	PRJNA672820	672820	Protists	Other Protists	52.3674	46.4	GCA_020536535.1	-	JAHLWZ01	5337	19876	19876	20/10/2021	20/10/2021	Scaffold	"Charles University, BIOCEV"	SAMN16578620
Haplosporidium pinnae	2057163	PRJNA727524	727524	Protists	Other Protists	156.976	35.6	GCA_025330925.1	-	JAHAMH01	499447	-	-	20/9/2022	20/9/2022	Contig	University of Sassari	SAMN19022341
Aphelenchus avenae	70226	PRJNA236621	236621	Animals	Roundworms	264.011	42.1	GCA_020875895.1	-	JNEY01	18660	43724	43185	15/11/2021	15/11/2021	Scaffold	"Advanced Studies in Genomics, Proteomics and Bioinformatics (ASGPB), University of Hawaii at Manoa"	SAMN02615697
Pythium myriotylum	82941	PRJNA823893	823893	Protists	Other Protists	58.8681	55.2	GCA_023091665.1	-	JALJCQ01	55	-	-	22/4/2022	22/4/2022	Contig	Shandong Peanut Research Institute	SAMN27363979
Mastigamoeba balamuthi	108607	PRJEB1552	232825	Protists	Other Protists	57.2666	57.2	GCA_902651635.1	-	CACRSC01	1925	-	-	12/11/2019	12/11/2019	Scaffold	Institute of Molecular Genetics AS CR	SAMEA2053220
Euplotes woodruffi	5942	PRJNA781602	781602	Protists	Other Protists	72.1677	36.6	GCA_027382605.1	-	JAJLLT01	35099	-	-	27/12/2022	27/12/2022	Scaffold	Columbia University	SAMN17578963
Euplotes parawoodruffi	181584	PRJNA721552	721552	Protists	Other Protists	74.2111	39.1	GCA_021440025.1	-	JAGYYL01	53384	-	-	11/1/2022	11/1/2022	Contig	University of Chinese Academy of Sciences	SAMN18721457
Euplotes weissei	2655020	PRJNA721552	721552	Protists	Other Protists	82.1385	40.3	GCA_021440005.1	-	JAGYYQ01	86640	-	-	11/1/2022	11/1/2022	Scaffold	University of Chinese Academy of Sciences	SAMN18721448
Diophrys sp. 3 WChen-2021	2826162	PRJNA721552	721552	Protists	Other Protists	91.372	35.3	GCA_021441625.1	-	JAGYYO01	39294	-	-	11/1/2022	11/1/2022	Scaffold	University of Chinese Academy of Sciences	SAMN18721452
Uronychia binucleata	438878	PRJNA721552	721552	Protists	Other Protists	68.0095	45.9	GCA_021441645.1	-	JAGYYK01	37809	-	-	11/1/2022	11/1/2022	Scaffold	University of Chinese Academy of Sciences	SAMN18721459
Euplotes cf. woodruffi 2 WChen-2021	2826164	PRJNA721552	721552	Protists	Other Protists	81.4499	35.5	GCA_021441665.1	-	JAGYYN01	45610	-	-	11/1/2022	11/1/2022	Contig	University of Chinese Academy of Sciences	SAMN18721453
Certesia quadrinucleata	331608	PRJNA721552	721552	Protists	Other Protists	71.0829	42	GCA_021439955.1	-	JAGYYM01	60709	-	-	11/1/2022	11/1/2022	Scaffold	University of Chinese Academy of Sciences	SAMN18721455
Uronychia setigera	438879	PRJNA721552	721552	Protists	Other Protists	110.941	36.4	GCA_021439965.1	-	JAGYYR01	62676	-	-	11/1/2022	11/1/2022	Scaffold	University of Chinese Academy of Sciences	SAMN18721446
Trypanosoma melophagium	715481	PRJNA786535	786535	Protists	Kinetoplasts	23.3037	41.2	GCA_022059095.1	-	JAJSEB01	64	9768	10057	8/2/2022	21/4/2022	Contig	University of Edinburgh	SAMN23701209
Thraustochytrium striatum	87106	PRJNA646265	646265	Protists	Other Protists	39.5054	65.2	GCA_022244645.1	-	JACDIV01	128	-	-	15/2/2022	15/2/2022	Contig	Clemson University	SAMN15536290
Oscheius dolichura	473156	PRJEB51346	813099	Animals	Roundworms	70.3532	44.7384	GCA_932521035.1	chromosome I:OW051492.1; chromosome II:OW051493.1; chromosome III:OW051494.1; chromosome IV:OW051495.1; chromosome V:OW051496.1; chromosome X:OW051497.1; mitochondrion MT:OW051498.1	CAKOAU01	15	-	-	5/3/2022	10/3/2022	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7700590
Caenorhabditis auriculariae	2777116	PRJEB40642	787846	Animals	Roundworms	109.583	38	GCA_904845305.1	-	CAJGYM01	433	16279	16279	17/2/2022	17/2/2022	Scaffold	University of Miyazaki	SAMEA7375460
Eudiplozoon nipponicum	116851	PRJNA914201	914201	Animals	Flatworms	939.803	35	GCA_029291075.1	-	JAQBSW01	21044	-	-	20/3/2023	20/3/2023	Contig	Masaryk University	SAMN32513696
Oscheius onirici	1559960	PRJEB51305	812490	Animals	Roundworms	65.7998	43.2931	GCA_932521025.1	chromosome I:OW051468.1; chromosome II:OW051469.1; chromosome III:OW051470.1; chromosome IV:OW051471.1; chromosome V:OW051472.1; chromosome X:OW051473.1; mitochondrion MT:OW051474.1	-	7	-	-	6/3/2022	21/3/2022	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7700589
Fabrea salina	342563	PRJNA822294	822294	Protists	Other Protists	18.352	41.8	GCA_022984795.1	-	JALIHJ01	106	-	-	14/4/2022	14/4/2022	Contig	"Beijing Institute of Genomics, Chinese Academy of Sciences"	SAMN27177410
Globisporangium yorkense	1792277	PRJNA601986	601986	Protists	Other Protists	33.6674	61	GCA_023333695.1	-	JAASFH01	4704	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878641
Globisporangium polare	1489738	PRJNA601986	601986	Protists	Other Protists	38.8645	57.9	GCA_023333845.1	-	JAASFQ01	4401	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878610
Globisporangium perplexum	121062	PRJNA601986	601986	Protists	Other Protists	33.6786	63.1	GCA_023333865.1	-	JAASFS01	4741	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878605
Globisporangium recalcitrans	1489741	PRJNA601986	601986	Protists	Other Protists	34.2678	56.1	GCA_023333815.1	-	JAASFO01	3940	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878615
Globisporangium parvum	289622	PRJNA601986	601986	Protists	Other Protists	37.6787	60.3	GCA_023333885.1	-	JAASFT01	4952	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878602
Globisporangium orthogonon	2125994	PRJNA601986	601986	Protists	Other Protists	30.7975	59.6	GCA_023334005.1	-	JAASFW01	3895	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878598
Globisporangium nodosum	105152	PRJNA601986	601986	Protists	Other Protists	34.3769	60.9	GCA_023334105.1	-	JAASGA01	4582	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878591
Globisporangium nunn	82942	PRJNA601986	601986	Protists	Other Protists	31.5269	59.5	GCA_023334075.1	-	JAASFZ01	4235	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878592
Globisporangium alternatum	2056925	PRJNA601986	601986	Protists	Other Protists	41.8554	55.1	GCA_023334315.1	-	JAASGT01	4451	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878534
Phytopythium sindhum	795340	PRJNA601986	601986	Protists	Other Protists	37.2674	58.4	GCA_023334395.1	-	JAASGW01	3069	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878528
Phytopythium chamaehyphon	82933	PRJNA601986	601986	Protists	Other Protists	36.6366	56.1	GCA_023334415.1	-	JAASGX01	4115	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878517
Globisporangium canariense	182783	PRJNA601986	601986	Protists	Other Protists	40.0889	55.6	GCA_023334305.1	-	JAASGQ01	4692	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878549
Globisporangium cederbergense	1450477	PRJNA601986	601986	Protists	Other Protists	39.6314	55.4	GCA_023334245.1	-	JAASGO01	4342	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878552
Globisporangium acanthophoron	2125992	PRJNA601986	601986	Protists	Other Protists	34.2273	60.9	GCA_023334365.1	-	JAASGU01	4391	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878533
Globisporangium carolinianum	192020	PRJNA601986	601986	Protists	Other Protists	33.9839	58.8	GCA_023334275.1	-	JAASGP01	4346	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878551
Globisporangium cystogenes	295491	PRJNA601986	601986	Protists	Other Protists	35.3679	62.7	GCA_023334215.1	-	JAASGM01	4543	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878558
Globisporangium abappressorium	190219	PRJNA601986	601986	Protists	Other Protists	48.8903	53.3	GCA_023334355.1	-	JAASGV01	6460	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878532
Globisporangium viniferum	255166	PRJNA601986	601986	Protists	Other Protists	46.8571	54.4	GCA_023333705.1	-	JAASFI01	5058	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878639
Globisporangium takayamanum	643144	PRJNA601986	601986	Protists	Other Protists	37.9471	58.3	GCA_023333735.1	-	JAASFL01	5599	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878629
Globisporangium uncinulatum	147706	PRJNA601986	601986	Protists	Other Protists	45.9323	57.3	GCA_023333755.1	-	JAASFJ01	6087	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878635
Pythium sp. CBS 101876	1049189	PRJNA601986	601986	Protists	Other Protists	48.3838	59.8	GCA_023333775.1	-	JAASFM01	7814	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878623
Globisporangium rhizosaccharum	222890	PRJNA601986	601986	Protists	Other Protists	39.4249	58.1	GCA_023333795.1	-	JAASFN01	5223	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878617
Globisporangium radiosum	289621	PRJNA601986	601986	Protists	Other Protists	41.267	56.2	GCA_023333825.1	-	JAASFP01	5174	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878614
Globisporangium paroecandrum	2125995	PRJNA601986	601986	Protists	Other Protists	43.5624	54.3	GCA_023333955.1	-	JAASFU01	6039	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878601
Globisporangium paddicum	115419	PRJNA601986	601986	Protists	Other Protists	42.0186	54.8	GCA_023334015.1	-	JAASFV01	5659	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878600
Globisporangium okanoganense	182683	PRJNA601986	601986	Protists	Other Protists	44.2097	54.7	GCA_023334035.1	-	JAASFY01	5631	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878593
Globisporangium ornacarpum	105153	PRJNA601986	601986	Protists	Other Protists	40.7724	56.3	GCA_023334055.1	-	JAASFX01	5153	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878596
Globisporangium middletonii	82940	PRJNA601986	601986	Protists	Other Protists	42.1185	59.2	GCA_023334085.1	-	JAASGC01	6591	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878586
Globisporangium megalacanthum	147705	PRJNA601986	601986	Protists	Other Protists	52.1044	57.2	GCA_023334115.1	-	JAASGD01	7295	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878585
Globisporangium erinaceum	114966	PRJNA601986	601986	Protists	Other Protists	41.1744	56.3	GCA_023334135.1	-	JAASGJ01	5114	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878566
Globisporangium heterothallicum	2708265	PRJNA601986	601986	Protists	Other Protists	35.0332	53.6	GCA_023334155.1	-	JAASGH01	5276	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878572
Globisporangium debaryanum	231958	PRJNA601986	601986	Protists	Other Protists	45.8028	54.3	GCA_023334175.1	-	JAASGL01	5368	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878559
Globisporangium emineosum	657220	PRJNA601986	601986	Protists	Other Protists	50.3668	53.6	GCA_023334195.1	-	JAASGK01	7407	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878565
Globisporangium cylindrosporum	186163	PRJNA601986	601986	Protists	Other Protists	47.1808	53.6	GCA_023334255.1	-	JAASGN01	12210	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878557
Salisapilia sapeloensis	983660	PRJNA601986	601986	Protists	Other Protists	22.4373	48.1	GCA_023334545.1	-	JAADVB01	1365	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878642
Pythium vanterpoolii	82951	PRJNA601986	601986	Protists	Other Protists	33.9371	55.2	GCA_023334535.1	-	JAADVD01	1686	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878638
Pythium torulosum	4799	PRJNA601986	601986	Protists	Other Protists	40.2591	60.3	GCA_023334615.1	-	JAADVI01	2601	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878632
Pythium sukuiense	944637	PRJNA601986	601986	Protists	Other Protists	40.1735	56.9	GCA_023334995.1	-	JAADVL01	3310	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878627
Elongisporangium undulatum	127444	PRJNA601986	601986	Protists	Other Protists	40.4854	54.9	GCA_023334555.1	-	JAADVF01	4287	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878636
Globisporangium solare	1489740	PRJNA601986	601986	Protists	Other Protists	37.8337	55.3	GCA_023335675.1	-	JAADVP01	4740	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878622
Elongisporangium senticosum	643143	PRJNA601986	601986	Protists	Other Protists	44.2803	53.8	GCA_023335835.1	-	JAADVQ01	9395	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878621
Pythium scleroteichum	289615	PRJNA601986	601986	Protists	Other Protists	44.4171	56.1	GCA_023335855.1	-	JAADVR01	3668	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878620
Elongisporangium prolatum	104971	PRJNA601986	601986	Protists	Other Protists	44.2004	51.4	GCA_023335875.1	-	JAADVW01	3655	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878612
Pythium rishiriense	2056924	PRJNA601986	601986	Protists	Other Protists	38.5608	58.4	GCA_023335895.1	-	JAADVT01	3296	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878618
Pythium porphyrae	88834	PRJNA601986	601986	Protists	Other Protists	35.2489	56.5	GCA_023335885.1	-	JAADVX01	3947	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878611
Pythium phragmiticola	1391457	PRJNA601986	601986	Protists	Other Protists	40.2118	56.9	GCA_023335935.1	-	JAADWA01	3909	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878606
Pythium phragmitis	319040	PRJNA601986	601986	Protists	Other Protists	40.4047	56.9	GCA_023335925.1	-	JAADVZ01	4139	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878607
Globisporangium nagaii	289625	PRJNA601986	601986	Protists	Other Protists	37.8564	59.7	GCA_023335995.1	-	JAADWH01	4429	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878590
Pythium ornamentatum	490914	PRJNA601986	601986	Protists	Other Protists	36.0276	53.8	GCA_023336015.1	-	JAADWE01	2304	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878597
Pythium plurisporium	289617	PRJNA601986	601986	Protists	Other Protists	46.573	56.6	GCA_023336035.1	-	JAADVY01	9054	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878609
Globisporangium mamillatum	115418	PRJNA601986	601986	Protists	Other Protists	44.9768	53.8	GCA_023336125.1	-	JAADWK01	5705	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878582
Globisporangium sylvaticum	82950	PRJNA601986	601986	Protists	Other Protists	44.7526	54.7	GCA_023334975.1	-	JAADVK01	5057	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878628
Pythium monospermum	92964	PRJNA601986	601986	Protists	Other Protists	39.1338	53.2	GCA_023336165.1	-	JAADWJ01	5277	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878588
Globisporangium spinosum	2125998	PRJNA601986	601986	Protists	Other Protists	44.3386	54.3	GCA_023335535.1	-	JAADVN01	7725	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878625
