#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Racocetra fulgida	60492	PRJEB45340	768188	Fungi	Other Fungi	295.994	28.4	GCA_910592135.1	-	CAJVPZ01	105307	-	-	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911301
Paraglomus brasilianum	144538	PRJEB45340	768188	Fungi	Other Fungi	58.4731	36.6	GCA_910592345.1	-	CAJVPI01	7115	11842	11842	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911306
Scutellospora calospora	85575	PRJEB45340	768188	Fungi	Other Fungi	147.042	26.4	GCA_910592325.1	-	CAJVPM01	50548	11479	11479	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911302
Aspergillus sp. 'subgen. Cremei'	2894562	PRJNA698796	698796	Fungi	Ascomycetes	32.1567	47.6	GCA_019976455.1	-	JAFBMR01	9	-	-	14/9/2021	16/11/2021	Contig	Aalborg university	SAMN17736651
Paramyrothecium sp. XJ0827	2884823	PRJNA770833	770833	Fungi	Ascomycetes	51.7697	51.2	GCA_020881915.1	-	JAJFPB01	15	-	-	15/11/2021	15/11/2021	Contig	"Biotechnology Research Institute, Chinese Academy of Agriculture Sciences"	SAMN22237467
Entomortierella parvispora	205924	PRJDB10536	759794	Fungi	Other Fungi	38.8861	49.4567	GCA_020891255.1	mitochondrion MT:LC659289.1	BQFW01	20	11912	11655	8/11/2021	5/2/2022	Contig	Ibaraki University College of Agriculture	SAMD00246355
Panellus pusillus	160031	PRJNA486175	486175	Fungi	Basidiomycetes	49.3665	53.1	GCA_013387415.1	-	QVIE01	3463	-	-	2/7/2020	2/7/2020	Contig	INRS-Institut Armand-Frappier	SAMN09839394
Clathrus columnatus	1419009	PRJDB12304	771819	Fungi	Basidiomycetes	36.5097	41.3	GCA_020884735.1	-	BPWL01	19	10625	10514	29/10/2021	29/10/2021	Contig	"Center for Molecular Biodiversity Research, National Museum of Nature & Science"	SAMD00407029
Vanrija pseudolonga	143232	PRJNA779818	779818	Fungi	Basidiomycetes	24.9474	62.0757	GCA_020906515.1	chromosome 1:CP086714.1; chromosome 2:CP086715.1; chromosome 3:CP086716.1; chromosome 4:CP086717.1; chromosome 5:CP086718.1; chromosome 6:CP086719.1; chromosome 7:CP086720.1; chromosome 8:CP086721.1; mitochondrion MT:CP086722.1	-	9	-	-	21/11/2021	21/11/2021	Complete Genome	Dankook University	SAMN23076029
Chalara sp. BL73	2884959	PRJEB48170	777527	Fungi	Ascomycetes	59.0083	45.2	GCA_918026815.1	-	CAKJVC01	257	-	-	8/11/2021	8/11/2021	Contig	"Center for Biotechnology, Bielefeld University"	SAMEA10025993
Keithomyces neogunnii	1892630	PRJNA758888	758888	Fungi	Ascomycetes	32.608	52.2	GCA_020975405.1	-	JAIOWQ01	13	-	-	24/11/2021	24/11/2021	Contig	Nanjing Forestry University	SAMN21037748
Fusarium sp. Barmshour	2691012	PRJNA596396	596396	Fungi	Ascomycetes	56.5275	46.7	GCA_020976545.1	-	JAAIJJ01	3867	-	-	24/11/2021	24/11/2021	Scaffold	"SILS, University of Amsterdam"	SAMN13622802
Thelonectria olida	1576542	PRJNA371203	371203	Fungi	Ascomycetes	52.8625	50.6	GCA_020736575.1	-	JAGPYM01	227	16852	16644	2/11/2021	8/11/2021	Contig	DOE Joint Genome Institute	SAMN06296308
Cyberlindnera sargentensis	907339	PRJNA763105	763105	Fungi	Ascomycetes	11.3785	46.3359	GCA_020995425.1	chromosome I:CP083464.1; chromosome II:CP083465.1; chromosome III:CP083466.1; chromosome IV:CP083467.1; chromosome V:CP083468.1; chromosome VI:CP083469.1; chromosome VII:CP083470.1; mitochondrion MT:CP083471.1	-	8	-	-	29/11/2021	29/11/2021	Chromosome	Swiss National Science Foundation	SAMN21423979
Hygrophoropsis aurantiaca	72124	PRJNA346268	346268	Fungi	Basidiomycetes	36.9756	47.9	GCA_021014935.1	-	JAEVFM01	2305	14172	14072	30/11/2021	2/12/2021	Scaffold	DOE Joint Genome Institute	SAMN05877903
Leucogyrophana mollusca	85980	PRJNA239087	239087	Fungi	Basidiomycetes	35.1932	51.7	GCA_021014945.1	-	JAEVFK01	1262	14736	14607	30/11/2021	2/12/2021	Scaffold	DOE Joint Genome Institute	SAMN02744841
Cristinia sonorae	1940300	PRJNA363661	363661	Fungi	Basidiomycetes	30.1304	51.5	GCA_021029105.1	-	JAEVFJ01	114	11513	11356	3/12/2021	3/12/2021	Contig	DOE Joint Genome Institute	SAMN06281765
Phellopilus nigrolimitatus	127956	PRJNA460321	460321	Fungi	Basidiomycetes	56.7649	51.3	GCA_021029095.1	-	JAJOHG01	696	14930	14792	3/12/2021	3/12/2021	Contig	DOE Joint Genome Institute	SAMN09070683
Pyrenula massariospora	1229178	PRJNA714927	714927	Fungi	Ascomycetes	37.8603	49.3	GCA_021030905.1	-	JAGFMI01	42	-	-	3/12/2021	3/12/2021	Scaffold	Field Museum of Natural History	SAMN18321012
Astrothelium subdiscretum	2820137	PRJNA714742	714742	Fungi	Ascomycetes	32.257	49.3	GCA_021030935.1	-	JAGFMW01	213	-	-	3/12/2021	3/12/2021	Contig	Field Museum of Natural History	SAMN18316777
Pyrenula aspistea	427130	PRJNA714743	714743	Fungi	Ascomycetes	39.1297	49.2	GCA_021030945.1	-	JAGFML01	482	-	-	3/12/2021	3/12/2021	Scaffold	Field Museum of Natural History	SAMN18316924
Astrothelium macrocarpum	1808323	PRJNA714050	714050	Fungi	Ascomycetes	36.4038	45.4	GCA_021030915.1	-	JAGEMR01	801	-	-	3/12/2021	3/12/2021	Scaffold	Field Museum of Natural History	SAMN18281213
Bathelium albidoporum	2820138	PRJNA714674	714674	Fungi	Ascomycetes	32.991	49.8	GCA_021031095.1	-	JAGFVP01	1457	-	-	3/12/2021	3/12/2021	Scaffold	Field Museum of Natural History	SAMN18315895
Lichenothelia convexa	1263500	PRJNA714976	714976	Fungi	Ascomycetes	36.0508	47.9	GCA_021030975.1	-	JAGFMK01	1665	-	-	3/12/2021	3/12/2021	Scaffold	Field Museum of Natural History	SAMN18322260
Trypethelium eluteriae	364715	PRJNA714959	714959	Fungi	Ascomycetes	31.6366	49.5	GCA_021030925.1	-	JAGFMJ01	1669	-	-	3/12/2021	3/12/2021	Scaffold	Field Museum of Natural History	SAMN18321785
Rhodotorula babjevae	86837	PRJEB48745	782293	Fungi	Basidiomycetes	21.8624	68.2	GCA_920104245.1	-	CAKKSZ01	27	-	-	24/11/2021	24/11/2021	Contig	Swedish University of Agricultural Sciences	SAMEA10944731
Aureobasidium mangrovei	2895399	PRJNA780242	780242	Fungi	Ascomycetes	23.8162	52.9	GCA_021014315.1	-	JAJJJQ01	38	-	-	30/11/2021	30/11/2021	Scaffold	Sultan Qaboos University	SAMN23133328
Calonectria hawksworthii	182849	PRJNA747298	747298	Fungi	Ascomycetes	64.81	49.0885	GCA_020975415.1	mitochondrion MT:CM037207.1	JAHXZK01	136	-	-	24/11/2021	30/11/2021	Scaffold	USDA-ARS	SAMN20285985
Ophiocordyceps xuefengensis	1379400	PRJNA664891	664891	Fungi	Ascomycetes	23.9741	31.7938	GCA_020975735.1	mitochondrion MT:CM037206.1	JACYFI01	1987	-	-	24/11/2021	30/11/2021	Contig	Hunan Academy of Chinese Medicine	SAMN16236787
Phlebopus sp. FC_14	2615122	PRJNA568557	568557	Fungi	Basidiomycetes	36.0962	48.3	GCA_021018615.1	-	JAEVFL01	158	9510	9409	1/12/2021	1/12/2021	Contig	DOE Joint Genome Institute	SAMN12822189
Cladosporium tenuissimum	70808	PRJNA661343	661343	Fungi	Ascomycetes	33.5522	52.9	GCA_021018855.1	-	JAIQXY01	19	-	-	1/12/2021	1/12/2021	Scaffold	"Facultad de Quimica, Universidad Nacional Autonoma de Mexico"	SAMN16055832
Fusarium sp. PT	2891587	PRJNA737353	737353	Fungi	Ascomycetes	40.5796	47.5	GCA_021020635.1	-	JAHMRZ01	27	-	-	1/12/2021	1/12/2021	Contig	Universita degli Studi della Tuscia	SAMN19692853
Teratosphaeria eucalypti	467805	PRJNA759074	759074	Fungi	Ascomycetes	30.2932	51.5	GCA_021028865.1	-	JAJADS01	1300	-	-	2/12/2021	3/12/2021	Scaffold	University of Pretoria	SAMN22028788
Histoplasma mississippiense (nom. inval.)	2059318	PRJNA12654	12654	Fungi	Ascomycetes	33.0303	46.3	GCA_000149585.1	-	AAJI01	280	9402	9313	19/9/2005	6/8/2014	Scaffold	Broad Institute	SAMN02953633
Histoplasma ohiense (nom. inval.)	2902605	PRJNA682643	682643	Fungi	Ascomycetes	39.4473	42.5805	GCA_017607445.1	mitochondrion MT:CM029948.1	JAEVHH01	12	12363	9215	29/3/2021	30/3/2021	Contig	"University of California, San Francisco"	SAMN17004899
Trichoderma asperelloides	702382	PRJNA772304	772304	Fungi	Ascomycetes	36.2703	48	GCA_021066465.1	-	JAJKFY01	354	11380	11165	6/12/2021	6/12/2021	Scaffold	"The Hebrew University of Jerusalem, The Robert H. Smith Faculty of Agriculture, Food and Environment"	SAMN22371129
Immersiporthe knoxdaviesiana	1276217	PRJNA784179	784179	Fungi	Ascomycetes	38.9857	53.9153	GCA_021117315.1	chromosome 1:CP088206.1; chromosome 2:CP088207.1; chromosome 3:CP088208.1; chromosome 4:CP088209.1; chromosome 5:CP088210.1; chromosome 6:CP088211.1; chromosome 7:CP088212.1; chromosome 8:CP088213.1; chromosome 9:CP088214.1; chromosome 10:CP088215.1; chromosome 13:CP088217.1; mitochondrion MT:CP088216.1	-	12	-	-	8/12/2021	8/12/2021	Complete Genome	Forestry and Agricultural Biotechnology Institute	SAMN23475153
Racocetra persica	160502	PRJEB45340	768188	Fungi	Other Fungi	353.07	27.1	GCA_910592285.1	-	CAJVQC01	181541	-	-	19/10/2021	19/10/2021	Contig	UPPSALA UNIVERISTY	SAMEA8911300
Cladosporium cucumerinum	166633	PRJNA818102	818102	Fungi	Ascomycetes	33.8484	51.4	GCA_023634325.1	-	JALDQA01	29	-	-	1/6/2022	1/6/2022	Contig	Tianjin Institute of Plant Protection	SAMN26816357
Pestalotiopsis sp. MUOB 440515	2897833	PRJNA773800	773800	Fungi	Ascomycetes	47.6744	51.8	GCA_021199905.1	-	JAJPQY01	10	-	-	15/12/2021	15/12/2021	Contig	EverymanBio	SAMN22513219
Fusarium sp. HKF-74	2885382	PRJNA772093	772093	Fungi	Ascomycetes	43.0559	48	GCA_021223625.1	-	JAJFAS01	222	-	-	17/12/2021	17/12/2021	Contig	CSIR NEERI	SAMN22364823
Umbelopsis sp. PMI_123	1896174	PRJNA340475	340475	Fungi	Other Fungi	24.6367	41.5	GCA_021235465.1	-	JAJSME01	38	9783	9672	20/12/2021	20/12/2021	Contig	DOE Joint Genome Institute	SAMN05720797
Cytospora paraplurivora	2898453	PRJNA790013	790013	Fungi	Ascomycetes	39.6532	50.8	GCA_021272945.1	-	JAJSPL01	211	-	-	23/12/2021	23/12/2021	Contig	Agriculture and Agri-Food Canada	SAMN24182651
Metschnikowia sp. MTCC 13085	2903188	PRJNA787747	787747	Fungi	Ascomycetes	10.9365	49	GCA_021272955.1	-	JAJQVR01	437	-	-	23/12/2021	23/12/2021	Contig	Agharkar Research Institute	SAMN23842976
Bisporella sp. PMI_857	1954211	PRJNA370789	370789	Fungi	Ascomycetes	56.4722	45.5	GCA_021307315.1	-	JAJSPD01	479	18044	17944	28/12/2021	28/12/2021	Contig	DOE Joint Genome Institute	SAMN06310395
Acremonium sp. CBMAI 1973	2666182	PRJNA588795	588795	Fungi	Ascomycetes	35.841	52.6	GCA_021347865.1	-	WNLN01	799	-	-	3/1/2022	3/1/2022	Contig	UNICAMP	SAMN13257918
Purpureocillium lavendulum	1247861	PRJNA916066	916066	Fungi	Ascomycetes	46.1565	58.0849	GCA_029168975.1	mitochondrion MT:CM054929.1	JAQHRD01	50	11521	11351	13/3/2023	13/3/2023	Contig	Yunnan University	SAMN32411341
Xylariales sp. PMI_506	1940296	PRJNA364293	364293	Fungi	Ascomycetes	51.3047	50.7	GCA_021365275.1	-	JAJTIY01	26	17192	17037	5/1/2022	5/1/2022	Contig	DOE Joint Genome Institute	SAMN06281770
Talaromyces proteolyticus	1131652	PRJNA801214	801214	Fungi	Ascomycetes	37.6115	45.6	GCA_021365285.1	-	JAJTJA01	30	13665	13586	5/1/2022	5/1/2022	Contig	NCBI	SAMN05720779
Hymenoscyphus varicosporioides	2075069	PRJNA340807	340807	Fungi	Ascomycetes	48.2421	44.6	GCA_021365295.1	-	JAJTIW01	106	15019	14928	5/1/2022	5/1/2022	Contig	DOE Joint Genome Institute	SAMN05720514
Ilyonectria robusta	1079257	PRJNA801215	801215	Fungi	Ascomycetes	59.6485	51.7	GCA_021365365.1	-	JAJTIX01	268	20715	20497	5/1/2022	5/1/2022	Contig	NCBI	SAMN05720459
Phaeosphaeriaceae sp. PMI808	1770614	PRJNA251767	251767	Fungi	Ascomycetes	56.3707	43.1	GCA_021365335.1	-	JAJTIZ01	591	15962	15864	5/1/2022	5/1/2022	Contig	DOE Joint Genome Institute	SAMN02850918
Sporothrix inflata	136613	PRJNA589518	589518	Fungi	Ascomycetes	39.7524	55.4	GCA_021396225.1	-	WNYF01	1215	-	-	9/1/2022	9/1/2022	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13282892
Sporothrix humicola	431199	PRJNA589515	589515	Fungi	Ascomycetes	41.1205	52.2	GCA_021396245.1	-	WNYE01	1907	-	-	9/1/2022	9/1/2022	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13282860
Sporothrix brunneoviolacea	1385972	PRJNA589512	589512	Fungi	Ascomycetes	39.3387	55.9	GCA_021396205.1	-	WNYD01	7065	-	-	9/1/2022	9/1/2022	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13282853
Sporothrix mexicana	545652	PRJNA588338	588338	Fungi	Ascomycetes	50.7666	52.4	GCA_021396375.1	-	WNYC01	25656	-	-	9/1/2022	9/1/2022	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13241866
Xylogone sp. PMI_703	2614602	PRJNA572468	572468	Fungi	Ascomycetes	50.1491	45	GCA_021399445.1	-	JAJTUQ01	28	16608	16490	10/1/2022	10/1/2022	Contig	DOE Joint Genome Institute	SAMN12811698
Diaporthaceae sp. PMI_573	2614600	PRJNA572467	572467	Fungi	Ascomycetes	83.8578	51.8	GCA_021399435.1	-	JAJTUP01	238	23160	22971	10/1/2022	10/1/2022	Contig	DOE Joint Genome Institute	SAMN12811628
Flagelloscypha sp. PMI_526	1485228	PRJNA243949	243949	Fungi	Basidiomycetes	72.7288	46.8	GCA_021399455.1	-	JAJTUO01	397	20061	19928	10/1/2022	10/1/2022	Contig	DOE Joint Genome Institute	SAMN02744647
Hyaloscypha finlandica	2482753	PRJNA340804	340804	Fungi	Ascomycetes	64.0329	45.2	GCA_021399475.1	-	JAJTUR01	554	17366	17320	10/1/2022	10/1/2022	Contig	DOE Joint Genome Institute	SAMN05720501
Hyaloscypha sp. PMI_1271	2614599	PRJNA572466	572466	Fungi	Ascomycetes	62.8406	45.7	GCA_021399465.1	-	JAJTUS01	711	17320	17284	10/1/2022	10/1/2022	Contig	DOE Joint Genome Institute	SAMN12811730
Teratosphaeria epicoccoides	470147	PRJNA665608	665608	Fungi	Ascomycetes	38.0946	51.3	GCA_021401465.1	-	JADDMT01	842	-	-	10/1/2022	10/1/2022	Scaffold	University of Pretoria	SAMN16261895
Sporothrix dimorphospora	1566340	PRJNA589678	589678	Fungi	Ascomycetes	40.1643	54.9	GCA_021397985.1	-	WOUA01	5177	-	-	10/1/2022	10/1/2022	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13288361
Sporothrix luriei	284543	PRJNA590068	590068	Fungi	Ascomycetes	33.7916	55.1	GCA_021398005.1	-	WNLO01	5177	-	-	10/1/2022	10/1/2022	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13316585
Thozetella sp. PMI_491	1506992	PRJNA251777	251777	Fungi	Ascomycetes	72.8583	53.4	GCA_021432635.1	-	JAJTDB01	194	23367	23280	27/12/2021	14/1/2022	Scaffold	DOE Joint Genome Institute	SAMN02850913
Coniochaeta sp. PMI_546	1450552	PRJNA234867	234867	Fungi	Ascomycetes	33.5138	53.1	GCA_021432605.1	-	JAJTDA01	37	11575	11349	27/12/2021	14/1/2022	Scaffold	DOE Joint Genome Institute	SAMN05660370
Aspergillus creber	1220201	PRJNA768996	768996	Fungi	Ascomycetes	34.8977	49.5	GCA_021436935.1	-	JAJAEB01	234	-	-	11/1/2022	11/1/2022	Contig	Normandie University	SAMN22074031
Aspergillus protuberus	469277	PRJNA768998	768998	Fungi	Ascomycetes	34.6217	49.8	GCA_021436995.1	-	JAJAEC01	200	-	-	11/1/2022	11/1/2022	Scaffold	Normandie University	SAMN22074035
Aspergillus jensenii	1220206	PRJNA769000	769000	Fungi	Ascomycetes	35.4294	49.8	GCA_021437015.1	-	JAJAED01	1118	-	-	11/1/2022	11/1/2022	Contig	Normandie University	SAMN22074134
Diplodia intermedia	856260	PRJNA790013	790013	Fungi	Ascomycetes	38.134	56	GCA_021495925.1	-	JAKEKT01	386	-	-	18/1/2022	18/1/2022	Scaffold	Agriculture and Agri-Food Canada	SAMN24518929
Rhizophagus sp. LPA8_1_AMF	2792439	PRJNA670049	670049	Fungi	Other Fungi	117.196	27.1	GCA_021464375.1	-	JADRCM01	15685	-	-	14/1/2022	14/1/2022	Contig	EPFL	SAMN16522167
Rhizophagus sp. LPA8_3_AMF	2792440	PRJNA670049	670049	Fungi	Other Fungi	116.806	27.1	GCA_021464405.1	-	JADRCN01	15743	-	-	14/1/2022	14/1/2022	Contig	EPFL	SAMN16522168
Rhizophagus sp. LPA8_4_AMF	2792441	PRJNA670049	670049	Fungi	Other Fungi	117.201	27.1	GCA_021464525.1	-	JADRCO01	15789	-	-	14/1/2022	14/1/2022	Contig	EPFL	SAMN16522169
Byssochlamys sp. IMV 00236	2562441	PRJNA355122	355122	Fungi	Ascomycetes	47.5731	42.9	GCA_001931875.2	-	MSJH02	843	-	-	4/1/2017	20/1/2022	Scaffold	"Jet Propulsion Laboratory, California Institute of Technology"	SAMN06076682
Atractiella rhizophila	1938712	PRJNA234661	234661	Fungi	Basidiomycetes	51.4705	48.5	GCA_021432655.1	-	JAJSPF01	1998	17718	17598	27/12/2021	14/1/2022	Scaffold	DOE Joint Genome Institute	SAMN05660723
Lactarius akahatsu	416441	PRJNA500123	500123	Fungi	Basidiomycetes	80.2998	51.5	GCA_021524915.1	-	JAKELL01	844	12991	12855	19/1/2022	19/1/2022	Contig	DOE Joint Genome Institute	SAMN10362769
Lactarius pseudohatsudake	1932123	PRJNA500116	500116	Fungi	Basidiomycetes	99.7086	52.4	GCA_021525015.1	-	JAKELH01	1350	20958	20825	19/1/2022	19/1/2022	Contig	DOE Joint Genome Institute	SAMN10362840
Naematelia aurantialba	371454	PRJNA772294	772294	Fungi	Basidiomycetes	20.9984	56.4	GCA_021527695.1	-	JAKFAO01	15	-	-	19/1/2022	19/1/2022	Contig	Nanjing Tech University	SAMN22141859
Lactarius hengduanensis	1932122	PRJNA500115	500115	Fungi	Basidiomycetes	61.9632	52.5	GCA_021525025.1	-	JAKELI01	1825	16074	15954	19/1/2022	19/1/2022	Contig	DOE Joint Genome Institute	SAMN10362832
Lactarius vividus	1740625	PRJNA500118	500118	Fungi	Basidiomycetes	69.042	51.4	GCA_021527035.1	-	JAKELG01	1123	11725	11612	19/1/2022	19/1/2022	Contig	DOE Joint Genome Institute	SAMN10362841
Lactarius sanguifluus	111137	PRJNA500120	500120	Fungi	Basidiomycetes	86.2305	52	GCA_021527775.1	-	JAKEYF01	978	17667	17477	19/1/2022	19/1/2022	Contig	DOE Joint Genome Institute	SAMN10362843
Fusarium sp. C39	2820125	PRJNA715509	715509	Fungi	Ascomycetes	43.9739	47.9	GCA_021533815.1	-	JAGFMC01	24	-	-	20/1/2022	20/1/2022	Contig	Heilongjiang University of Chinese Medicine	SAMN18353071
Leptodontidium sp. 2 PMI_412	1485227	PRJNA243948	243948	Fungi	Ascomycetes	73.7808	45.8	GCA_021432625.1	-	JAJSPC01	815	22154	22050	27/12/2021	21/1/2022	Scaffold	DOE Joint Genome Institute	SAMN02744648
Parafenestella ontariensis	2911076	PRJNA796963	796963	Fungi	Ascomycetes	34.3653	50.8	GCA_021596325.1	-	JAKGDA01	757	-	-	25/1/2022	25/1/2022	Scaffold	Brock University	SAMN24959693
Nothophoma quercina	749835	PRJNA790013	790013	Fungi	Ascomycetes	34.4546	51.5	GCA_021642125.1	-	JAKIXB01	558	-	-	26/1/2022	26/1/2022	Scaffold	Agriculture and Agri-Food Canada	SAMN25026043
Nematocida major	1912982	PRJNA835129	835129	Fungi	Other Fungi	3.78729	49	GCA_021653875.1	-	JAKFRD01	111	2415	2415	27/1/2022	27/1/2022	Scaffold	NCBI	SAMN13280717
Rhodotorula sp. CC01	2909583	PRJNA796258	796258	Fungi	Basidiomycetes	19.9255	60	GCA_021654155.1	-	JAKEZK01	140	-	-	28/1/2022	28/1/2022	Scaffold	Zhejiang University	SAMN24836871
Fusarium sp. NRRL 66739	2895622	PRJNA596282	596282	Fungi	Ascomycetes	35.2348	49.6	GCA_021655895.1	-	JAJJWO01	1288	-	-	28/1/2022	28/1/2022	Scaffold	"US Department of Agriculture, Agriculture Research Service"	SAMN23150740
Fusarium abutilonis	2895621	PRJNA596282	596282	Fungi	Ascomycetes	33.8659	48.4	GCA_021655885.1	-	JAJJWN01	957	-	-	28/1/2022	28/1/2022	Scaffold	"US Department of Agriculture, Agriculture Research Service"	SAMN23150739
Fusarium guadeloupense	2895620	PRJNA596282	596282	Fungi	Ascomycetes	39.0233	48.4	GCA_021655865.1	-	JAJJWM01	1349	-	-	28/1/2022	28/1/2022	Scaffold	"US Department of Agriculture, Agriculture Research Service"	SAMN23150738
Fusarium cicatricum	1053132	PRJNA596292	596292	Fungi	Ascomycetes	36.8506	51	GCA_021730345.1	-	JAJODA01	2686	-	-	28/1/2022	28/1/2022	Scaffold	"US Department of Agriculture, Agriculture Research Service"	SAMN23523919
Microsporidium sp. FI-F-10	2732488	PRJNA630072	630072	Fungi	Other Fungi	2.20649	43.1	GCA_021821965.1	-	JACCJH01	22	1877	1826	1/2/2022	1/2/2022	Contig	Illinois Institute of Technology	SAMN14823605
Epichloe scottii	2834323	PRJNA756890	756890	Fungi	Ascomycetes	37.3422	42.9148	GCA_021950295.1	chromosome 1:CP083245.1; chromosome 2:CP083246.1; chromosome 3:CP083247.1; chromosome 4:CP083248.1; chromosome 5:CP083249.1; chromosome 6:CP083250.1; chromosome 7:CP083251.1; mitochondrion MT:CP083252.1	-	8	-	-	4/2/2022	4/2/2022	Complete Genome	Julius Kuehn-Institute	SAMN20929797
[Candida] thailandica	1323753	PRJNA791456	791456	Fungi	Ascomycetes	16.3101	46	GCA_022023595.1	-	JAKKCY01	8	-	-	7/2/2022	7/2/2022	Contig	Nanyang Normal University	SAMN24290057
Dipodascus ghanensis	2862414	PRJNA791420	791420	Fungi	Ascomycetes	20.193	34.5	GCA_022023575.1	-	JAKKCX01	20	-	-	7/2/2022	7/2/2022	Contig	Nanyang Normal University	SAMN24289449
Clavispora sp. NYNU 161120	2083057	PRJNA744365	744365	Fungi	Ascomycetes	12.617	44.5	GCA_022058765.1	-	JAIUWH01	11	-	-	8/2/2022	8/2/2022	Contig	Nanyang Normal University	SAMN20089073
Emericellopsis cladophorae	2686198	PRJNA895874	895874	Fungi	Ascomycetes	26.9374	54.3	GCA_022114955.2	-	JAGIXG02	306	8523	8523	9/2/2022	29/8/2022	Scaffold	NCBI	SAMN18524397
Colletotrichum spaethianum	700344	PRJNA858243	858243	Fungi	Ascomycetes	50.9157	51.1	GCA_022836535.1	-	BQXU01	84	13262	12842	29/3/2022	12/5/2022	Contig	NCBI	SAMD00334500
Pezicula rhizophila	1663501	PRJNA786379	786379	Fungi	Ascomycetes	54.5671	45.2	GCA_022190145.1	-	JAJONI01	5866	-	-	10/2/2022	10/2/2022	Scaffold	Anqing normal university	SAMN23669448
Macrophomina pseudophaseolina	1435034	PRJNA780220	780220	Fungi	Ascomycetes	46.6193	53.9	GCA_022204955.1	-	JAJJID01	2052	-	-	11/2/2022	11/2/2022	Contig	University of Southern Queensland	SAMN23133108
Penicillium sclerotigenum	69787	PRJEB50413	804081	Fungi	Ascomycetes	29.8506	47.3	GCA_928213465.1	-	CAKMRK01	1519	-	-	9/2/2022	9/2/2022	Contig	DTU Bioengineering	SAMEA12583987
Diaporthe eres	83184	PRJNA799611	799611	Fungi	Ascomycetes	59.7163	49.5	GCA_022225955.2	-	JAKJXM02	33	-	-	14/2/2022	15/3/2022	Contig	Agriculture and Agri-Food Canada	SAMN25183610
Paraconiothyrium brasiliense	300254	PRJNA856846	856846	Fungi	Ascomycetes	39.49	51.2	GCA_025388405.1	-	JANBXC01	11	-	-	23/9/2022	23/9/2022	Contig	The Affiliated People Hospital of Jiangsu University	SAMN29594027
Didymella glomerata	749621	PRJNA704223	704223	Fungi	Ascomycetes	33.9842	53.1	GCA_022559905.1	-	JAFJTP01	177	-	-	14/3/2022	14/3/2022	Scaffold	"Institute of Microbiology, Chinese Academy of Sciences"	SAMN18035160
Melampsora americana	2182807	PRJNA460338	460338	Fungi	Basidiomycetes	112.349	40	GCA_022264835.1	-	JAIFHY01	389	16420	15983	15/2/2022	15/2/2022	Contig	DOE Joint Genome Institute	SAMN09077536
Lenzites betulinus	5632	PRJNA430415	430415	Fungi	Basidiomycetes	37.4632	57.3	GCA_022264855.1	-	JABYQU01	114	13452	13234	15/2/2022	15/2/2022	Contig	DOE Joint Genome Institute	SAMN08372504
Diatrype stigma	117547	PRJNA790013	790013	Fungi	Ascomycetes	49.6203	49.4	GCA_022225965.1	-	JAKJXP01	1719	-	-	14/2/2022	14/2/2022	Scaffold	Agriculture and Agri-Food Canada	SAMN25209216
Agaricus sinodeliciosus	1550288	PRJNA744025	744025	Fungi	Basidiomycetes	32.4821	45.9	GCA_022315185.1	-	JAHTMV01	58	-	-	17/2/2022	17/2/2022	Scaffold	"Institute of Microbiology, Chinese Academy of Sciences"	SAMN20065748
Nothomitra cinnamomea	1167255	PRJNA481553	481553	Fungi	Ascomycetes	180.956	47.5	GCA_022345685.2	-	JAJDMX02	433144	-	-	20/2/2022	6/2/2023	Scaffold	IRIDIAN GENOMES	SAMN09683608
Sabuloglossum arenarium	1265596	PRJNA481554	481554	Fungi	Ascomycetes	32.5332	48.2	GCA_022345705.2	-	JAJDMY02	1209	-	-	20/2/2022	16/2/2023	Scaffold	IRIDIAN GENOMES	SAMN09685679
Microsporum audouinii	34393	PRJNA730373	730373	Fungi	Ascomycetes	23.414	47.3758	GCA_022344085.1	mitochondrion MT:CM039285.1	JAKELF01	7	-	-	18/2/2022	22/2/2022	Scaffold	Hedera-22	SAMN19229666
